date,store_id,item_id,category,price,promo_flag,event_name,target_sales
2023-04-11,store_1,item_01,Produce,5.52,0,None,15.56
2023-04-12,store_1,item_01,Produce,5.05,0,None,14.33
2023-04-13,store_1,item_01,Produce,5.31,0,None,11.33
2023-04-14,store_1,item_01,Produce,5.31,0,None,13.5
2023-04-15,store_1,item_01,Produce,5.7,0,None,13.16
2023-04-16,store_1,item_01,Produce,5.51,0,None,15.42
2023-04-17,store_1,item_01,Produce,5.43,0,None,16.73
2023-04-18,store_1,item_01,Produce,5.62,0,None,17.41
2023-04-19,store_1,item_01,Produce,5.47,0,None,12.69
2023-04-20,store_1,item_01,Produce,5.45,0,None,15.0
2023-04-21,store_1,item_01,Produce,5.54,0,None,11.77
2023-04-22,store_1,item_01,Produce,5.07,1,Promo,23.88
2023-04-23,store_1,item_01,Produce,5.6,1,Promo,27.17
2023-04-24,store_1,item_01,Produce,4.86,1,Promo,19.65
2023-04-25,store_1,item_01,Produce,5.18,0,None,13.41
2023-04-26,store_1,item_01,Produce,5.57,0,None,17.42
2023-04-27,store_1,item_01,Produce,5.34,0,None,13.19
2023-04-28,store_1,item_01,Produce,5.03,0,None,14.68
2023-04-29,store_1,item_01,Produce,5.27,0,None,16.11
2023-04-30,store_1,item_01,Produce,5.31,0,None,17.15
2023-05-01,store_1,item_01,Produce,5.11,0,Holiday,15.8
2023-05-02,store_1,item_01,Produce,5.97,0,None,11.29
2023-05-03,store_1,item_01,Produce,5.26,0,None,19.44
2023-05-04,store_1,item_01,Produce,6.14,0,None,11.48
2023-05-05,store_1,item_01,Produce,5.42,0,None,15.78
2023-05-06,store_1,item_01,Produce,5.88,0,None,14.64
2023-05-07,store_1,item_01,Produce,5.45,0,None,19.36
2023-05-08,store_1,item_01,Produce,5.6,0,None,13.99
2023-05-09,store_1,item_01,Produce,5.47,0,None,11.73
2023-05-10,store_1,item_01,Produce,5.45,0,None,14.44
2023-05-11,store_1,item_01,Produce,5.55,0,None,13.69
2023-05-12,store_1,item_01,Produce,5.6,0,None,17.43
2023-05-13,store_1,item_01,Produce,5.53,0,None,18.45
2023-05-14,store_1,item_01,Produce,5.51,0,None,17.66
2023-05-15,store_1,item_01,Produce,5.34,0,Holiday,20.36
2023-05-16,store_1,item_01,Produce,5.48,0,None,20.24
2023-05-17,store_1,item_01,Produce,5.85,0,None,15.84
2023-05-18,store_1,item_01,Produce,5.33,0,None,12.73
2023-05-19,store_1,item_01,Produce,5.76,0,None,15.67
2023-05-20,store_1,item_01,Produce,5.61,0,None,13.55
2023-05-21,store_1,item_01,Produce,5.7,0,None,18.75
2023-05-22,store_1,item_01,Produce,5.26,0,None,14.43
2023-05-23,store_1,item_01,Produce,5.56,0,None,15.44
2023-05-24,store_1,item_01,Produce,5.44,0,None,15.19
2023-05-25,store_1,item_01,Produce,5.44,0,None,15.82
2023-05-26,store_1,item_01,Produce,5.82,0,None,8.97
2023-05-27,store_1,item_01,Produce,5.45,0,None,18.5
2023-05-28,store_1,item_01,Produce,5.57,0,Holiday,22.11
2023-05-29,store_1,item_01,Produce,4.66,1,Promo,22.72
2023-05-30,store_1,item_01,Produce,5.43,1,Promo,17.33
2023-05-31,store_1,item_01,Produce,5.24,1,Promo,20.48
2023-06-01,store_1,item_01,Produce,5.49,0,None,13.02
2023-06-02,store_1,item_01,Produce,5.43,0,None,18.73
2023-06-03,store_1,item_01,Produce,5.63,0,None,22.17
2023-06-04,store_1,item_01,Produce,5.76,0,None,18.95
2023-06-05,store_1,item_01,Produce,5.88,0,None,16.29
2023-06-06,store_1,item_01,Produce,5.68,0,None,14.72
2023-06-07,store_1,item_01,Produce,5.51,0,None,13.93
2023-06-08,store_1,item_01,Produce,5.72,0,None,12.59
2023-06-09,store_1,item_01,Produce,5.67,0,None,15.02
2023-06-10,store_1,item_01,Produce,5.76,0,None,19.78
2023-06-11,store_1,item_01,Produce,5.9,0,None,19.58
2023-06-12,store_1,item_01,Produce,5.15,0,None,15.82
2023-06-13,store_1,item_01,Produce,5.24,0,None,14.67
2023-06-14,store_1,item_01,Produce,5.83,0,None,16.9
2023-06-15,store_1,item_01,Produce,5.35,0,None,13.4
2023-06-16,store_1,item_01,Produce,5.51,0,None,12.76
2023-06-17,store_1,item_01,Produce,5.35,0,None,19.22
2023-06-18,store_1,item_01,Produce,5.75,0,None,19.5
2023-06-19,store_1,item_01,Produce,5.0,0,None,16.9
2023-06-20,store_1,item_01,Produce,5.52,0,None,16.69
2023-06-21,store_1,item_01,Produce,5.86,0,None,10.43
2023-06-22,store_1,item_01,Produce,5.37,0,None,17.25
2023-06-23,store_1,item_01,Produce,5.15,0,None,19.58
2023-06-24,store_1,item_01,Produce,5.58,0,None,20.27
2023-06-25,store_1,item_01,Produce,5.37,0,None,20.42
2023-06-26,store_1,item_01,Produce,5.74,0,None,16.05
2023-06-27,store_1,item_01,Produce,5.55,0,None,16.31
2023-06-28,store_1,item_01,Produce,5.31,0,None,15.53
2023-06-29,store_1,item_01,Produce,5.47,0,None,16.65
2023-06-30,store_1,item_01,Produce,5.72,0,None,12.95
2023-07-01,store_1,item_01,Produce,5.47,0,None,21.89
2023-07-02,store_1,item_01,Produce,5.34,0,None,16.51
2023-07-03,store_1,item_01,Produce,5.54,0,None,17.67
2023-07-04,store_1,item_01,Produce,5.5,0,None,18.86
2023-07-05,store_1,item_01,Produce,5.24,1,Promo,23.5
2023-07-06,store_1,item_01,Produce,5.17,1,Promo,27.14
2023-07-07,store_1,item_01,Produce,5.0,1,Promo,16.94
2023-07-08,store_1,item_01,Produce,5.85,0,None,16.77
2023-07-09,store_1,item_01,Produce,5.52,0,None,21.35
2023-07-10,store_1,item_01,Produce,5.15,0,None,12.94
2023-07-11,store_1,item_01,Produce,5.15,0,None,14.03
2023-07-12,store_1,item_01,Produce,5.6,0,None,16.76
2023-07-13,store_1,item_01,Produce,5.56,0,None,12.14
2023-07-14,store_1,item_01,Produce,4.99,0,None,16.17
2023-07-15,store_1,item_01,Produce,5.4,0,None,19.36
2023-07-16,store_1,item_01,Produce,5.65,0,None,18.29
2023-07-17,store_1,item_01,Produce,5.67,0,None,15.92
2023-07-18,store_1,item_01,Produce,5.62,0,None,13.71
2023-07-19,store_1,item_01,Produce,5.46,0,None,16.0
2023-07-20,store_1,item_01,Produce,5.68,0,None,14.36
2023-07-21,store_1,item_01,Produce,5.61,0,None,14.71
2023-07-22,store_1,item_01,Produce,5.47,0,None,20.03
2023-07-23,store_1,item_01,Produce,5.06,0,None,15.34
2023-07-24,store_1,item_01,Produce,5.17,0,None,10.09
2023-07-25,store_1,item_01,Produce,5.35,0,None,17.31
2023-07-26,store_1,item_01,Produce,5.44,0,None,15.88
2023-07-27,store_1,item_01,Produce,5.74,0,None,18.3
2023-07-28,store_1,item_01,Produce,5.48,0,None,18.57
2023-07-29,store_1,item_01,Produce,5.52,0,None,15.8
2023-07-30,store_1,item_01,Produce,5.37,0,None,14.39
2023-07-31,store_1,item_01,Produce,5.3,0,None,14.55
2023-08-01,store_1,item_01,Produce,5.68,0,None,19.18
2023-08-02,store_1,item_01,Produce,5.2,0,None,16.4
2023-08-03,store_1,item_01,Produce,5.27,0,None,16.5
2023-08-04,store_1,item_01,Produce,5.47,0,None,10.76
2023-08-05,store_1,item_01,Produce,5.7,0,None,15.96
2023-08-06,store_1,item_01,Produce,5.38,0,None,15.15
2023-08-07,store_1,item_01,Produce,5.36,0,None,16.21
2023-08-08,store_1,item_01,Produce,5.46,0,None,15.85
2023-08-09,store_1,item_01,Produce,5.58,0,None,18.09
2023-08-10,store_1,item_01,Produce,5.42,0,None,11.48
2023-08-11,store_1,item_01,Produce,5.28,1,Promo,19.62
2023-08-12,store_1,item_01,Produce,5.3,1,Promo,24.68
2023-08-13,store_1,item_01,Produce,5.02,1,Promo,24.92
2023-08-14,store_1,item_01,Produce,5.93,0,None,19.45
2023-08-15,store_1,item_01,Produce,5.52,0,None,15.18
2023-08-16,store_1,item_01,Produce,5.74,0,None,12.54
2023-08-17,store_1,item_01,Produce,5.57,0,None,14.62
2023-08-18,store_1,item_01,Produce,5.57,0,None,12.65
2023-08-19,store_1,item_01,Produce,5.15,0,None,12.5
2023-08-20,store_1,item_01,Produce,5.25,0,None,16.23
2023-08-21,store_1,item_01,Produce,5.44,0,None,19.31
2023-08-22,store_1,item_01,Produce,5.74,0,None,12.05
2023-08-23,store_1,item_01,Produce,5.58,0,None,13.49
2023-08-24,store_1,item_01,Produce,5.44,0,None,15.0
2023-08-25,store_1,item_01,Produce,5.64,0,None,13.53
2023-08-26,store_1,item_01,Produce,5.73,0,None,13.86
2023-08-27,store_1,item_01,Produce,5.5,0,None,23.02
2023-08-28,store_1,item_01,Produce,5.55,0,None,17.75
2023-08-29,store_1,item_01,Produce,5.52,0,None,15.69
2023-08-30,store_1,item_01,Produce,5.49,0,None,13.88
2023-08-31,store_1,item_01,Produce,5.33,0,None,15.42
2023-09-01,store_1,item_01,Produce,5.31,0,None,15.96
2023-09-02,store_1,item_01,Produce,5.74,0,None,17.17
2023-09-03,store_1,item_01,Produce,5.44,0,None,17.63
2023-09-04,store_1,item_01,Produce,5.43,0,None,16.39
2023-09-05,store_1,item_01,Produce,5.1,0,None,13.58
2023-09-06,store_1,item_01,Produce,5.06,0,None,10.78
2023-09-07,store_1,item_01,Produce,5.8,0,None,15.87
2023-09-08,store_1,item_01,Produce,5.34,0,None,10.45
2023-09-09,store_1,item_01,Produce,4.85,0,None,15.52
2023-09-10,store_1,item_01,Produce,6.03,0,None,16.69
2023-09-11,store_1,item_01,Produce,5.38,0,None,15.02
2023-09-12,store_1,item_01,Produce,5.16,0,None,13.33
2023-09-13,store_1,item_01,Produce,5.52,0,None,13.5
2023-09-14,store_1,item_01,Produce,5.67,0,None,14.37
2023-09-15,store_1,item_01,Produce,5.65,0,None,11.87
2023-09-16,store_1,item_01,Produce,5.7,0,None,19.59
2023-09-17,store_1,item_01,Produce,4.84,1,Promo,20.07
2023-09-18,store_1,item_01,Produce,5.34,1,Promo,17.96
2023-09-19,store_1,item_01,Produce,5.36,1,Promo,17.29
2023-09-20,store_1,item_01,Produce,5.82,0,None,13.5
2023-09-21,store_1,item_01,Produce,5.56,0,None,17.11
2023-09-22,store_1,item_01,Produce,5.42,0,None,11.16
2023-09-23,store_1,item_01,Produce,5.4,0,None,16.71
2023-09-24,store_1,item_01,Produce,5.16,0,None,17.33
2023-09-25,store_1,item_01,Produce,5.38,0,None,16.08
2023-09-26,store_1,item_01,Produce,4.97,0,None,11.72
2023-09-27,store_1,item_01,Produce,5.13,0,None,11.46
2023-09-28,store_1,item_01,Produce,5.55,0,None,12.64
2023-09-29,store_1,item_01,Produce,5.44,0,None,12.73
2023-09-30,store_1,item_01,Produce,5.54,0,None,12.74
2023-10-01,store_1,item_01,Produce,5.66,0,None,16.6
2023-10-02,store_1,item_01,Produce,5.58,0,None,14.22
2023-10-03,store_1,item_01,Produce,5.57,0,None,17.74
2023-10-04,store_1,item_01,Produce,5.48,0,None,12.14
2023-10-05,store_1,item_01,Produce,5.33,0,None,10.47
2023-10-06,store_1,item_01,Produce,5.23,0,None,10.86
2023-10-07,store_1,item_01,Produce,5.48,0,None,15.68
2023-10-08,store_1,item_01,Produce,5.51,0,None,12.97
2023-10-09,store_1,item_01,Produce,5.7,0,None,14.29
2023-10-10,store_1,item_01,Produce,5.46,0,None,11.08
2023-10-11,store_1,item_01,Produce,5.62,0,None,12.95
2023-10-12,store_1,item_01,Produce,5.18,0,None,12.62
2023-10-13,store_1,item_01,Produce,5.56,0,None,10.3
2023-10-14,store_1,item_01,Produce,5.54,0,None,11.02
2023-10-15,store_1,item_01,Produce,5.79,0,None,17.24
2023-10-16,store_1,item_01,Produce,5.44,0,None,13.3
2023-10-17,store_1,item_01,Produce,4.97,0,None,9.97
2023-10-18,store_1,item_01,Produce,5.44,0,None,9.79
2023-10-19,store_1,item_01,Produce,5.66,0,None,16.96
2023-10-20,store_1,item_01,Produce,5.24,0,None,10.42
2023-10-21,store_1,item_01,Produce,5.55,0,None,18.06
2023-10-22,store_1,item_01,Produce,5.23,0,None,15.02
2023-10-23,store_1,item_01,Produce,5.9,0,None,7.88
2023-10-24,store_1,item_01,Produce,4.77,1,Promo,16.02
2023-10-25,store_1,item_01,Produce,4.94,1,Promo,18.78
2023-10-26,store_1,item_01,Produce,5.1,1,Promo,12.36
2023-10-27,store_1,item_01,Produce,5.61,0,None,10.52
2023-10-28,store_1,item_01,Produce,5.78,0,None,12.21
2023-10-29,store_1,item_01,Produce,5.36,0,None,15.33
2023-10-30,store_1,item_01,Produce,5.67,0,None,12.85
2023-10-31,store_1,item_01,Produce,5.13,0,None,13.41
2023-11-01,store_1,item_01,Produce,5.27,0,Holiday,15.9
2023-11-02,store_1,item_01,Produce,5.19,0,None,13.08
2023-11-03,store_1,item_01,Produce,5.32,0,None,8.81
2023-11-04,store_1,item_01,Produce,5.66,0,None,14.14
2023-11-05,store_1,item_01,Produce,5.36,0,None,17.24
2023-11-06,store_1,item_01,Produce,5.4,0,None,11.81
2023-11-07,store_1,item_01,Produce,5.56,0,None,10.11
2023-11-08,store_1,item_01,Produce,5.6,0,None,10.26
2023-11-09,store_1,item_01,Produce,5.41,0,None,14.91
2023-11-10,store_1,item_01,Produce,5.27,0,None,5.92
2023-11-11,store_1,item_01,Produce,5.85,0,None,19.28
2023-11-12,store_1,item_01,Produce,5.41,0,None,8.84
2023-11-13,store_1,item_01,Produce,5.43,0,None,10.83
2023-11-14,store_1,item_01,Produce,5.46,0,None,8.8
2023-11-15,store_1,item_01,Produce,5.63,0,Holiday,15.77
2023-11-16,store_1,item_01,Produce,5.17,0,None,13.3
2023-11-17,store_1,item_01,Produce,5.95,0,None,11.48
2023-11-18,store_1,item_01,Produce,5.43,0,None,12.96
2023-11-19,store_1,item_01,Produce,5.64,0,None,8.95
2023-11-20,store_1,item_01,Produce,5.54,0,None,10.34
2023-11-21,store_1,item_01,Produce,5.91,0,None,10.59
2023-11-22,store_1,item_01,Produce,5.87,0,None,8.36
2023-11-23,store_1,item_01,Produce,5.63,0,None,11.92
2023-11-24,store_1,item_01,Produce,5.31,0,None,11.77
2023-11-25,store_1,item_01,Produce,5.77,0,None,12.08
2023-11-26,store_1,item_01,Produce,5.13,0,None,13.29
2023-11-27,store_1,item_01,Produce,5.3,0,None,10.47
2023-11-28,store_1,item_01,Produce,5.48,0,Holiday,10.18
2023-11-29,store_1,item_01,Produce,5.14,0,None,12.52
2023-11-30,store_1,item_01,Produce,4.94,1,Promo,9.34
2023-12-01,store_1,item_01,Produce,5.22,1,Holiday,20.14
2023-12-02,store_1,item_01,Produce,4.89,1,Promo,14.91
2023-12-03,store_1,item_01,Produce,5.68,0,None,13.6
2023-12-04,store_1,item_01,Produce,6.02,0,None,11.71
2023-12-05,store_1,item_01,Produce,5.59,0,None,10.58
2023-12-06,store_1,item_01,Produce,5.68,0,None,12.41
2023-12-07,store_1,item_01,Produce,5.78,0,None,9.58
2023-12-08,store_1,item_01,Produce,5.4,0,None,9.91
2023-12-09,store_1,item_01,Produce,5.67,0,None,16.29
2023-12-10,store_1,item_01,Produce,5.4,0,None,11.87
2023-12-11,store_1,item_01,Produce,5.57,0,None,10.34
2023-12-12,store_1,item_01,Produce,5.71,0,None,5.42
2023-12-13,store_1,item_01,Produce,5.32,0,None,9.2
2023-12-14,store_1,item_01,Produce,4.99,0,None,8.97
2023-12-15,store_1,item_01,Produce,5.3,0,Holiday,13.69
2023-12-16,store_1,item_01,Produce,5.74,0,None,11.99
2023-12-17,store_1,item_01,Produce,5.27,0,None,12.79
2023-12-18,store_1,item_01,Produce,5.73,0,None,8.44
2023-12-19,store_1,item_01,Produce,5.3,0,None,12.4
2023-12-20,store_1,item_01,Produce,5.45,0,None,12.51
2023-12-21,store_1,item_01,Produce,5.5,0,None,12.61
2023-12-22,store_1,item_01,Produce,5.27,0,None,11.04
2023-12-23,store_1,item_01,Produce,5.45,0,None,9.86
2023-12-24,store_1,item_01,Produce,5.16,0,None,14.64
2023-12-25,store_1,item_01,Produce,5.42,0,None,8.52
2023-12-26,store_1,item_01,Produce,5.48,0,None,13.64
2023-12-27,store_1,item_01,Produce,5.0,0,None,7.66
2023-12-28,store_1,item_01,Produce,5.3,0,Holiday,17.66
2023-12-29,store_1,item_01,Produce,5.56,0,None,12.73
2023-12-30,store_1,item_01,Produce,5.25,0,None,10.26
2023-12-31,store_1,item_01,Produce,5.6,0,None,12.83
2024-01-01,store_1,item_01,Produce,5.62,0,Holiday,13.46
2024-01-02,store_1,item_01,Produce,5.56,0,None,11.29
2024-01-03,store_1,item_01,Produce,5.67,0,None,12.79
2024-01-04,store_1,item_01,Produce,5.14,0,None,5.81
2024-01-05,store_1,item_01,Produce,5.72,0,None,13.68
2024-01-06,store_1,item_01,Produce,4.83,1,Promo,13.53
2024-01-07,store_1,item_01,Produce,5.07,1,Promo,19.99
2024-01-08,store_1,item_01,Produce,5.45,1,Promo,16.15
2024-01-09,store_1,item_01,Produce,5.42,0,None,8.93
2024-01-10,store_1,item_01,Produce,5.5,0,None,10.31
2024-01-11,store_1,item_01,Produce,5.28,0,None,16.11
2024-01-12,store_1,item_01,Produce,5.89,0,None,13.52
2024-01-13,store_1,item_01,Produce,5.3,0,None,15.12
2024-01-14,store_1,item_01,Produce,5.64,0,None,13.89
2024-01-15,store_1,item_01,Produce,5.77,0,Holiday,15.5
2024-01-16,store_1,item_01,Produce,5.66,0,None,12.54
2024-01-17,store_1,item_01,Produce,5.57,0,None,6.8
2024-01-18,store_1,item_01,Produce,5.52,0,None,9.8
2024-01-19,store_1,item_01,Produce,5.22,0,None,15.39
2024-01-20,store_1,item_01,Produce,5.88,0,None,16.02
2024-01-21,store_1,item_01,Produce,5.56,0,None,16.27
2024-01-22,store_1,item_01,Produce,5.5,0,None,11.71
2024-01-23,store_1,item_01,Produce,5.26,0,None,12.36
2024-01-24,store_1,item_01,Produce,5.51,0,None,8.13
2024-01-25,store_1,item_01,Produce,5.49,0,None,11.11
2024-01-26,store_1,item_01,Produce,5.9,0,None,13.19
2024-01-27,store_1,item_01,Produce,5.5,0,None,13.82
2024-01-28,store_1,item_01,Produce,5.51,0,Holiday,16.46
2024-01-29,store_1,item_01,Produce,5.26,0,None,11.18
2024-01-30,store_1,item_01,Produce,5.34,0,None,8.52
2024-01-31,store_1,item_01,Produce,5.61,0,None,12.3
2024-02-01,store_1,item_01,Produce,5.11,0,None,11.43
2024-02-02,store_1,item_01,Produce,5.72,0,None,13.88
2024-02-03,store_1,item_01,Produce,5.73,0,None,13.34
2024-02-04,store_1,item_01,Produce,5.31,0,None,11.01
2024-02-05,store_1,item_01,Produce,5.58,0,None,12.43
2024-02-06,store_1,item_01,Produce,5.78,0,None,14.04
2024-02-07,store_1,item_01,Produce,5.47,0,None,8.66
2024-02-08,store_1,item_01,Produce,5.43,0,None,12.22
2024-02-09,store_1,item_01,Produce,5.46,0,None,10.33
2024-02-10,store_1,item_01,Produce,5.56,0,None,12.41
2024-02-11,store_1,item_01,Produce,5.36,0,None,14.56
2024-02-12,store_1,item_01,Produce,4.96,1,Promo,16.99
2024-02-13,store_1,item_01,Produce,5.11,1,Promo,13.58
2024-02-14,store_1,item_01,Produce,4.94,1,Promo,19.96
2024-02-15,store_1,item_01,Produce,5.24,0,None,6.97
2024-02-16,store_1,item_01,Produce,5.09,0,None,12.27
2024-02-17,store_1,item_01,Produce,5.51,0,None,13.64
2024-02-18,store_1,item_01,Produce,5.77,0,None,7.33
2024-02-19,store_1,item_01,Produce,5.59,0,None,15.69
2024-02-20,store_1,item_01,Produce,5.25,0,None,11.31
2024-02-21,store_1,item_01,Produce,5.33,0,None,10.05
2024-02-22,store_1,item_01,Produce,5.43,0,None,15.59
2024-02-23,store_1,item_01,Produce,5.9,0,None,11.05
2024-02-24,store_1,item_01,Produce,5.92,0,None,13.95
2024-02-25,store_1,item_01,Produce,5.89,0,None,13.71
2024-02-26,store_1,item_01,Produce,5.53,0,None,13.12
2024-02-27,store_1,item_01,Produce,6.2,0,None,13.83
2024-02-28,store_1,item_01,Produce,5.34,0,None,14.77
2024-02-29,store_1,item_01,Produce,5.42,0,None,11.25
2024-03-01,store_1,item_01,Produce,5.7,0,None,12.34
2024-03-02,store_1,item_01,Produce,5.56,0,None,14.5
2024-03-03,store_1,item_01,Produce,5.57,0,None,15.52
2024-03-04,store_1,item_01,Produce,5.07,0,None,14.44
2024-03-05,store_1,item_01,Produce,5.28,0,None,9.26
2024-03-06,store_1,item_01,Produce,5.49,0,None,12.82
2024-03-07,store_1,item_01,Produce,5.35,0,None,14.75
2024-03-08,store_1,item_01,Produce,5.2,0,None,11.93
2024-03-09,store_1,item_01,Produce,5.37,0,None,14.85
2024-03-10,store_1,item_01,Produce,5.56,0,None,12.42
2024-03-11,store_1,item_01,Produce,5.66,0,None,12.83
2024-03-12,store_1,item_01,Produce,5.08,0,None,8.46
2024-03-13,store_1,item_01,Produce,5.5,0,None,12.36
2024-03-14,store_1,item_01,Produce,5.48,0,None,12.88
2024-03-15,store_1,item_01,Produce,5.55,0,None,15.2
2024-03-16,store_1,item_01,Produce,5.26,0,None,12.58
2024-03-17,store_1,item_01,Produce,5.26,0,None,16.13
2024-03-18,store_1,item_01,Produce,5.77,0,None,11.84
2024-03-19,store_1,item_01,Produce,4.95,0,None,9.47
2024-03-20,store_1,item_01,Produce,4.87,1,Promo,17.11
